city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Ivyland,http://www.zillow.com/homedetails/98-Macfarland-Avenue-Ivyland-PA-18974/2100757695_zpid/,"$311,839","$314,000",18974,3 beds,,PA,98 Macfarland Avenue,2 baths,"1,400 sqft",(646) 872-7199 
Seven Fields,http://www.zillow.com/homedetails/801-Wellington-Dr-Seven-Fields-PA-16046/93531169_zpid/,"$391,610","$390,000",16046,4 beds,,PA,801 Wellington Dr,3 baths,-- sqft,(623) 980-6674 
Connellsville,http://www.zillow.com/homedetails/1009-Oak-St-Connellsville-PA-15425/53271241_zpid/,"$57,016","$139,900",15425,3 beds,,PA,1009 Oak St,2 baths,"1,232 sqft",(724) 455-3845 
Uniontown,http://www.zillow.com/homedetails/147-Lincoln-St-Uniontown-PA-15401/53335808_zpid/,"$74,293","$38,900",15401,2 beds,,PA,147 Lincoln St,1 bath,"1,514 sqft",(610) 937-9520 
Philadelphia,http://www.zillow.com/homedetails/427-N-Simpson-St-Philadelphia-PA-19151/10346290_zpid/,"$157,671","$129,000",19151,4 beds,,PA,427 N Simpson St,3 baths,"2,550 sqft",(267) 587-7060 
Harrisburg,http://www.zillow.com/homedetails/115-Calder-St-Harrisburg-PA-17102/86466448_zpid/,"$126,688","$59,900",17102,3 beds,,PA,115 Calder St,2 baths,"1,770 sqft",(717) 620-9749 
Greensburg,http://www.zillow.com/homedetails/305-Churchill-Dr-Greensburg-PA-15601/10692624_zpid/,"$312,520","$329,900",15601,4 beds,,PA,305 Churchill Dr,4 baths,"4,000 sqft",(724) 454-7761 
Wyndmoor,http://www.zillow.com/homedetails/518-Wyndmoor-Ave-Wyndmoor-PA-19038/10016607_zpid/,"$591,767","$850,000",19038,5 beds,,PA,518 Wyndmoor Ave,4 baths,"2,896 sqft",
Lincoln University,http://www.zillow.com/homedetails/300-Mill-House-Dr-Lincoln-University-PA-19352/54765118_zpid/,"$360,217","$379,000",19352,4 beds,,PA,300 Mill House Dr,2 baths,"2,676 sqft",
Carlisle,http://www.zillow.com/homedetails/50-N-Middlesex-Rd-Carlisle-PA-17013/9265210_zpid/,"$175,138","$325,000",17013,3 beds,,PA,50 N Middlesex Rd,2 baths,"1,968 sqft",
Bethlehem,http://www.zillow.com/homedetails/326-6th-Ave-Bethlehem-PA-18018/9615829_zpid/,"$133,251","$135,000",18018,3 beds,,PA,326 6th Ave,1 bath,"1,520 sqft",(724) 272-3380 
Pittsburgh,http://www.zillow.com/homedetails/171-South-15th-Street-301-Pittsburgh-PA-15203/2100685380_zpid/,"$205,647","$219,900",15203,2 beds,,PA,171 South 15th Street #301,1 bath,"1,660 sqft",(412) 352-5780 
Ligonier,http://www.zillow.com/homedetails/112-West-Vincent-Street-Ligonier-PA-15658/2100708179_zpid/,"$153,408","$109,500",15658,2 beds,,PA,112 West Vincent Street,2 baths,"1,200 sqft",(724) 238-7329 
Philadelphia,http://www.zillow.com/homedetails/468-Myrtle-St-Philadelphia-PA-19123/67363840_zpid/,"$859,955","$919,000",19123,3 beds,,PA,468 Myrtle St,3 baths,"3,757 sqft",
Wilkinsburg,http://www.zillow.com/homedetails/416-Ross-Ave-Wilkinsburg-PA-15221/2100662364_zpid/,,"$310,000",15221,-- beds,,PA,416 Ross Ave,-- baths,-- sqft,
Jenkintown,http://www.zillow.com/homedetails/889-Meetinghouse-Rd-Jenkintown-PA-19046/9900745_zpid/,"$750,961","$890,000",19046,4 beds,,PA,889 Meetinghouse Rd,4 baths,"4,297 sqft",(215) 331-4658 
Warwick,http://www.zillow.com/homedetails/203-Julian-Dr-E-Warwick-PA-18974/9128909_zpid/,"$327,009","$354,900",18974,3 beds,,PA,203 Julian Dr E,4 baths,"2,218 sqft",(610) 573-3923 
Chester Springs,http://www.zillow.com/homedetails/1880-Art-School-Rd-Chester-Springs-PA-19425/9164888_zpid/,"$255,450","$269,000",19425,1 bed,,PA,1880 Art School Rd,2 baths,"1,012 sqft",
Collegeville,http://www.zillow.com/homedetails/3917-Nancy-Ln-Collegeville-PA-19426/9981653_zpid/,"$242,280","$389,900",19426,4 beds,,PA,3917 Nancy Ln,3 baths,"2,500 sqft",(484) 368-6507 
Clarks Summit,http://www.zillow.com/homedetails/1000-W-Grove-St-Clarks-Summit-PA-18411/9535948_zpid/,"$218,696","$279,900",18411,3 beds,,PA,1000 W Grove St,3 baths,"2,530 sqft",(570) 840-3134 
Pittsburgh,http://www.zillow.com/homedetails/5558-Black-St-Pittsburgh-PA-15206/11622913_zpid/,"$166,156","$320,000",15206,7 beds,,PA,5558 Black St,3 baths,"2,665 sqft",
Yeadon,http://www.zillow.com/homedetails/137-Elder-Ave-Yeadon-PA-19050/9460455_zpid/,"$86,396","$85,000",19050,3 beds,,PA,137 Elder Ave,1 bath,"1,782 sqft",(484) 347-0299 
Washington,http://www.zillow.com/homedetails/10-Zelt-St-Washington-PA-15301/49782325_zpid/,"$104,218","$289,000",15301,4 beds,,PA,10 Zelt St,3 baths,"2,575 sqft",(724) 255-5050 
Hanover,http://www.zillow.com/homedetails/870-5-York-St-Hanover-PA-17331/2100626139_zpid/,"$91,754","$127,500",17331,3 beds,,PA,870.5 York St,2 baths,"1,231 sqft",(717) 969-2363 
Fredericksburg,http://www.zillow.com/homedetails/169-N-Mechanic-St-Fredericksburg-PA-17026/86531628_zpid/,"$104,964","$120,000",17026,2 beds,,PA,169 N Mechanic St,2 baths,"1,254 sqft",(717) 821-1455 
Doylestown,http://www.zillow.com/homedetails/24-X-52-Double-Wide-Modular-Home-Doylestown-PA-18902/2100632665_zpid/,"$247,579","$59,900",18902,3 beds,,PA,24 X 52 Double Wide Modular Home,2 baths,"1,350 sqft",(267) 261-1790 
Waynesburg,http://www.zillow.com/homedetails/487-Bridge-St-Waynesburg-PA-15370/2103670550_zpid/,"$67,910","$159,900",15370,3 beds,,PA,487 Bridge St,3 baths,"1,450 sqft",(724) 255-3574 
Lock Haven,http://www.zillow.com/homedetails/911-Center-St-Lock-Haven-PA-17745/107378717_zpid/,"$68,835","$125,000",17745,2 beds,,PA,911 Center St,2 baths,"1,500 sqft",(570) 295-5530 
Middletown,http://www.zillow.com/homedetails/347-Lumber-St-Middletown-PA-17057/86453401_zpid/,"$132,062","$179,900",17057,4 beds,,PA,347 Lumber St,2 baths,"1,700 sqft",(717) 439-8313 
Bristol,http://www.zillow.com/homedetails/4406-Brookside-Ave-Bristol-PA-19007/8967116_zpid/,"$184,837","$195,000",19007,3 beds,,PA,4406 Brookside Ave,1 bath,"1,278 sqft",
Chesterbrook,http://www.zillow.com/homedetails/408-Millhouse-Pond-Chesterbrook-PA-19087/9180931_zpid/,"$405,809","$425,000",19087,4 beds,,PA,408 Millhouse Pond,3 baths,"2,226 sqft",(484) 868-8257 
Allison Park,http://www.zillow.com/homedetails/1824-Foxcroft-Ln-905-Allison-Park-PA-15101/2100597636_zpid/,"$188,814","$179,000",15101,3 beds,,PA,1824 Foxcroft Ln # 905,2.5 baths,"1,680 sqft",(412) 973-2906 
Lancaster,http://www.zillow.com/homedetails/1006-Ayres-Ct-Lancaster-PA-17602/9734723_zpid/,"$116,939","$133,500",17602,3 beds,,PA,1006 Ayres Ct,2.5 baths,"1,320 sqft",(717) 629-2276 
Hallstead,http://www.zillow.com/homedetails/236-River-Rock-Rd-Hallstead-PA-18822/2104944675_zpid/,"$126,035","$99,900",18822,1 bed,,PA,236 River Rock Rd,1 bath,800 sqft,(256) 369-7079 
Philadelphia,http://www.zillow.com/homedetails/2352-S-Lee-St-Philadelphia-PA-19148/10385208_zpid/,"$231,407","$250,000",19148,3 beds,,PA,2352 S Lee St,2 baths,980 sqft,
Pittsburgh,http://www.zillow.com/homedetails/663-Hestor-Dr-Pittsburgh-PA-15220/11356017_zpid/,"$93,556","$135,000",15220,3 beds,,PA,663 Hestor Dr,1 bath,920 sqft,(603) 209-6705 
Greensburg,http://www.zillow.com/homedetails/760-Cabin-Hill-Dr-Greensburg-PA-15601/2101607973_zpid/,"$177,291","$209,000",15601,3 beds,,PA,760 Cabin Hill Dr,3 baths,-- sqft,(724) 925-0225 
Kulpmont,http://www.zillow.com/homedetails/963-Pine-St-Kulpmont-PA-17834/78732311_zpid/,"$102,537","$148,500",17834,4 beds,,PA,963 Pine St,3 baths,"2,376 sqft",
Berwick,http://www.zillow.com/homedetails/1602-Walnut-St-Berwick-PA-18603/52129055_zpid/,"$126,479","$165,000",18603,3 beds,,PA,1602 Walnut St,3 baths,"1,700 sqft",(570) 490-2993 
Philadelphia,http://www.zillow.com/homedetails/2348-E-Sergeant-St-Philadelphia-PA-19125/10326671_zpid/,"$234,981","$270,000",19125,3 beds,,PA,2348 E Sergeant St,1 bath,"1,310 sqft",
Charleroi,http://www.zillow.com/homedetails/147-Lincoln-Avenue-Ext-Charleroi-PA-15022/49761415_zpid/,"$186,050","$120,000",15022,10 beds,,PA,147 Lincoln Avenue Ext,10 baths,"4,880 sqft",(917) 325-2101 
Bethlehem,http://www.zillow.com/homedetails/Pennsylvania-Ave-Bethlehem-PA-18018/2104493390_zpid/,"$184,387","$181,000",18018,3 beds,,PA,Pennsylvania Ave,1.5 baths,"1,500 sqft",(908) 451-6250 
Everett,http://www.zillow.com/homedetails/258-E-Main-St-Everett-PA-15537/2139730582_zpid/,,"$79,500",15537,3 beds,,PA,258 E Main St,2 baths,-- sqft,
Minersville,http://www.zillow.com/homedetails/618-N-Front-St-Minersville-PA-17954/2103870612_zpid/,"$104,356","$127,900",17954,2 beds,,PA,618 N Front St,1 bath,"1,464 sqft",(570) 544-4613 
Rutledge,http://www.zillow.com/homedetails/5-E-Sylvan-Ave-Rutledge-PA-19070/9442617_zpid/,"$312,142","$460,000",19070,7 beds,,PA,5 E Sylvan Ave,2 baths,"3,163 sqft",
York,http://www.zillow.com/homedetails/600-N-Hartley-St-APT-203-York-PA-17404/82790751_zpid/,"$99,131","$116,500",17404,1 bed,,PA,600 N Hartley St APT 203,1.5 baths,"1,075 sqft",
Broomall,http://www.zillow.com/homedetails/494-Paxon-Hollow-Rd-Broomall-PA-19008/9395388_zpid/,"$627,718","$590,000",19008,5 beds,,PA,494 Paxon Hollow Rd,5 baths,"5,700 sqft",(215) 893-9722 
Shamokin,http://www.zillow.com/homedetails/220-S-7th-St-Shamokin-PA-17872/78725073_zpid/,"$30,274","$25,000",17872,2 beds,,PA,220 S 7th St,2 baths,-- sqft,(570) 898-8465 
Glen Mills,http://www.zillow.com/homedetails/1582-Middletown-Rd-Glen-Mills-PA-19342/9364085_zpid/,"$617,162","$629,900",19342,4 beds,,PA,1582 Middletown Rd,4 baths,"4,114 sqft",(610) 203-6662 
Lafayette Hill,http://www.zillow.com/homedetails/2305-S-Gilinger-Rd-Lafayette-Hill-PA-19444/10070785_zpid/,"$284,075","$297,900",19444,3 beds,,PA,2305 S Gilinger Rd,1 bath,"1,364 sqft",
Allentown,http://www.zillow.com/homedetails/19-N-38th-St-Allentown-PA-18104/9656509_zpid/,"$188,705","$240,000",18104,5 beds,,PA,19 N 38th St,2 baths,"1,798 sqft",
Hollidaysburg,http://www.zillow.com/homedetails/414-Penn-St-Hollidaysburg-PA-16648/86401124_zpid/,"$136,538","$137,500",16648,3 beds,,PA,414 Penn St,1.5 baths,"1,300 sqft",(724) 986-9384 
Middletown,http://www.zillow.com/homedetails/3-Roundtop-Rd-Middletown-PA-17057/2146024428_zpid/,"$146,605","$160,000",17057,3 beds,,PA,3 Roundtop Rd,1.5 baths,"1,660 sqft",
South Abington Township,http://www.zillow.com/homedetails/835-Shady-Lane-Rd-R-South-Abington-Township-PA-18411/2140497752_zpid/,"$244,455","$294,900",18411,3 beds,,PA,835 Shady Lane Rd # R,2 baths,"2,478 sqft",(570) 466-1433 
Chester,http://www.zillow.com/homedetails/613-E-7th-St-Chester-PA-19013/9466463_zpid/,"$63,206","$50,000",19013,3 beds,,PA,613 E 7th St,1 bath,"1,292 sqft",(267) 506-0183 
State College,http://www.zillow.com/homedetails/346-Douglas-Dr-State-College-PA-16803/75207383_zpid/,"$240,569","$263,000",16803,4 beds,,PA,346 Douglas Dr,2 baths,"2,050 sqft",
Philadelphia,http://www.zillow.com/homedetails/1117-Rodman-St-Philadelphia-PA-19147/2102582213_zpid/,"$466,955","$489,000",19147,3 beds,,PA,1117 Rodman St,2 baths,"1,350 sqft",(201) 344-3440 
Yardley,http://www.zillow.com/homedetails/100-Tudor-Ln-Yardley-PA-19067/9019516_zpid/,"$541,401","$580,000",19067,4 beds,,PA,100 Tudor Ln,3 baths,"2,883 sqft",(215) 431-6225 
Wallingford,http://www.zillow.com/homedetails/20-Brookside-Rd-Wallingford-PA-19086/9414234_zpid/,"$566,902","$595,000",19086,3 beds,,PA,20 Brookside Rd,3.5 baths,"3,172 sqft",
Media,http://www.zillow.com/homedetails/201-Mancil-Rd-Media-PA-19063/9419928_zpid/,"$220,923","$320,000",19063,2 beds,,PA,201 Mancil Rd,1 bath,"1,038 sqft",
Cleona,http://www.zillow.com/homedetails/207-W-Walnut-Street-Cleona-PA-17042/2102855167_zpid/,"$154,289","$174,900",17042,3 beds,,PA,207 W. Walnut Street,2 baths,"2,000 sqft",(717) 679-0782 
New Tripoli,http://www.zillow.com/homedetails/8044-George-Rd-New-Tripoli-PA-18066/9669961_zpid/,"$406,381","$409,000",18066,3 beds,,PA,8044 George Rd,3.5 baths,"2,750 sqft",(610) 509-7184 
Philadelphia,http://www.zillow.com/homedetails/1326-Spruce-Street-2405-Philadelphia-PA-19107/2101069776_zpid/,"$407,117","$480,000",19107,2 beds,,PA,1326 Spruce Street #2405,2 baths,"1,209 sqft",
Pottstown,http://www.zillow.com/homedetails/1263-Juniper-St-Pottstown-PA-19464/10054658_zpid/,"$222,350","$199,900",19464,3 beds,,PA,1263 Juniper St,3 baths,"1,900 sqft",(717) 413-0035 
Upper Darby,http://www.zillow.com/homedetails/219-Kingston-Rd-Upper-Darby-PA-19082/9343374_zpid/,"$77,274","$93,500",19082,3 beds,,PA,219 Kingston Rd,1.5 baths,"1,466 sqft",(267) 393-5404 
Smock,http://www.zillow.com/homedetails/8-Via-Venice-Smock-PA-15480/53297778_zpid/,"$77,321","$55,900",15480,3 beds,,PA,8 Via Venice,2 baths,"1,960 sqft",
Philadelphia,http://www.zillow.com/homedetails/2030-E-York-St-Philadelphia-PA-19125/10325660_zpid/,"$123,186","$349,900",19125,4 beds,,PA,2030 E York St,1.5 baths,"1,190 sqft",(215) 696-4628 
Columbia,http://www.zillow.com/homedetails/41-S-6th-St-Columbia-PA-17512/58756050_zpid/,"$121,186","$114,900",17512,4 beds,,PA,41 S 6th St,1.5 baths,"2,042 sqft",(717) 413-0035 
Highspire,http://www.zillow.com/homedetails/192-Market-St-Highspire-PA-17034/86440424_zpid/,"$81,862","$95,900",17034,3 beds,,PA,192 Market St,1 bath,"1,543 sqft",(717) 303-9371 
Home,http://www.zillow.com/homedetails/2829-Route-119-Hwy-N-Home-PA-15747/113318253_zpid/,,"$275,000",15747,,,PA,2829 Route 119 Hwy N,,,(724) 422-5073 
Myerstown,http://www.zillow.com/homedetails/6-Shady-Ln-Myerstown-PA-17067/86535756_zpid/,"$239,603","$255,000",17067,4 beds,,PA,6 Shady Ln,3 baths,"2,140 sqft",(717) 679-5601 
Lebanon,http://www.zillow.com/homedetails/7-Walnut-St-Lebanon-PA-17042/93644429_zpid/,"$79,033","$86,000",17042,4 beds,,PA,7 Walnut St,1.5 baths,"1,280 sqft",(717) 383-7451 
Glen Rock,http://www.zillow.com/homedetails/10973-Centerville-Ln-Glen-Rock-PA-17327/60463227_zpid/,"$167,784","$109,900",17327,3 beds,,PA,10973 Centerville Ln,2 baths,"1,464 sqft",(717) 309-5808 
Jefferson Township,http://www.zillow.com/homedetails/23-Glen-Road-Jefferson-Township-PA-18436/2100975847_zpid/,"$135,255","$139,900",18436,3 beds,,PA,23 Glen Road,1 bath,920 sqft,(570) 487-1445 
Pittsburgh,http://www.zillow.com/homedetails/3329-Juliet-St-Pittsburgh-PA-15213/11413570_zpid/,"$155,062","$220,000",15213,3 beds,,PA,3329 Juliet St,1 bath,"1,252 sqft",(412) 621-7863 
Canadensis,http://www.zillow.com/homedetails/4874-Route-447-Canadensis-PA-18325/9788016_zpid/,"$144,754","$219,000",18325,5 beds,,PA,4874 Route 447,1.5 baths,"3,000 sqft",(845) 313-2616 
Philadelphia,http://www.zillow.com/homedetails/438-N-Preston-St-Philadelphia-PA-19104/10199899_zpid/,"$290,442","$370,000",19104,6 beds,,PA,438 N Preston St,3 baths,"2,282 sqft",
Laceyville,http://www.zillow.com/homedetails/366-Lacey-St-Laceyville-PA-18623/2115304364_zpid/,"$140,150","$240,000",18623,4 beds,,PA,366 Lacey St,2 baths,"2,316 sqft",(570) 780-2400 
Equinunk,http://www.zillow.com/homedetails/48-Oak-Ln-Equinunk-PA-18417/2100960549_zpid/,"$61,707","$26,900",18417,2 beds,,PA,48 Oak Ln,1 bath,-- sqft,(917) 573-2817 
Williamsport,http://www.zillow.com/homedetails/860-Park-Ave-Williamsport-PA-17701/2106082056_zpid/,"$74,933","$149,000",17701,4 beds,,PA,860 Park Ave,1.5 baths,"2,225 sqft",(570) 326-9116 
Whitehall,http://www.zillow.com/homedetails/3154-N-Front-St-Whitehall-PA-18052/9673219_zpid/,"$203,621","$199,900",18052,4 beds,,PA,3154 N Front St,3 baths,"2,843 sqft",(610) 393-1801 
Sarver,http://www.zillow.com/homedetails/306-Silverview-Dr-Sarver-PA-16055/75192501_zpid/,"$176,905","$225,000",16055,3 beds,,PA,306 Silverview Dr,2 baths,-- sqft,(724) 448-9966 
Ambler,http://www.zillow.com/homedetails/10-Mercer-Hill-Rd-Ambler-PA-19002/10077078_zpid/,"$380,911","$409,000",19002,3 beds,,PA,10 Mercer Hill Rd,2.5 baths,"2,000 sqft",
Lancaster,http://www.zillow.com/homedetails/9-Waterfront-Estates-Dr-Lancaster-PA-17602/9692934_zpid/,"$908,625","$1,500,000",17602,5 beds,,PA,9 Waterfront Estates Dr,7 baths,"5,658 sqft",
Pittsburgh,http://www.zillow.com/homedetails/120-Kathleen-St-Pittsburgh-PA-15211/11517144_zpid/,"$70,945","$95,000",15211,2 beds,,PA,120 Kathleen St,2 baths,"1,827 sqft",
South Gibson,http://www.zillow.com/homedetails/3009-State-Route-2067-South-Gibson-PA-18842/2101593844_zpid/,"$220,110","$199,000",18842,5 beds,,PA,3009 State Route 2067,2 baths,"2,000 sqft",(570) 267-0601 
Catasauqua,http://www.zillow.com/homedetails/124-2nd-St-Catasauqua-PA-18032/9621159_zpid/,"$182,096","$199,000",18032,5 beds,,PA,124 2nd St,3 baths,"2,827 sqft",(484) 239-4029 
Erie,http://www.zillow.com/homedetails/1015-W-6th-St-Erie-PA-16507/52565924_zpid/,"$110,042","$179,900",16507,3 beds,,PA,1015 W 6th St,1.5 baths,"2,748 sqft",(814) 881-9991 
Nanty Glo,http://www.zillow.com/homedetails/1031-Vine-St-Nanty-Glo-PA-15943/78548389_zpid/,"$42,253","$19,900",15943,2 beds,,PA,1031 Vine St,1 bath,"1,213 sqft",(914) 418-5738 
Pittsburgh,http://www.zillow.com/homedetails/6317-Kentucky-Ave-Pittsburgh-PA-15206/11625650_zpid/,"$755,843","$890,000",15206,5 beds,,PA,6317 Kentucky Ave,3.5 baths,"3,578 sqft",
Altoona,http://www.zillow.com/homedetails/RD1-Box-669-Altoona-PA-16601/2101551339_zpid/,"$161,253","$72,000",16601,-- beds,,PA,RD1 Box 669,-- baths,-- sqft,(814) 215-0727 
Bellwood,http://www.zillow.com/homedetails/738-Lower-Riggles-Gap-Rd-Bellwood-PA-16617/2101572123_zpid/,"$98,594","$70,000",16617,-- beds,,PA,738 Lower Riggles Gap Rd,-- baths,-- sqft,(814) 215-0727 
Edgewood,http://www.zillow.com/homedetails/115-Dewey-St-Edgewood-PA-15218/11381747_zpid/,"$294,930","$325,000",15218,3 beds,,PA,115 Dewey St,2.5 baths,"1,904 sqft",(412) 687-1215 
Devon,http://www.zillow.com/homedetails/15-Ile-Dhuyere-Devon-PA-19333/9185046_zpid/,"$218,981","$259,900",19333,1 bed,,PA,15 Ile Dhuyere,1 bath,992 sqft,
Ephrata,http://www.zillow.com/homedetails/273-Ridge-Ave-Ephrata-PA-17522/9697080_zpid/,"$131,801","$139,900",17522,3 beds,,PA,273 Ridge Ave,1 bath,"1,138 sqft",
Springfield,http://www.zillow.com/homedetails/222-N-Norwinden-Dr-Springfield-PA-19064/9448884_zpid/,"$260,652","$315,000",19064,3 beds,,PA,222 N Norwinden Dr,2 baths,"1,176 sqft",
York,http://www.zillow.com/homedetails/803-Arlington-Road-York-PA-17403/2101516925_zpid/,"$76,107","$84,900",17403,3 beds,,PA,803 Arlington Road,1 bath,"1,250 sqft",
Williamsport,http://www.zillow.com/homedetails/2106-Northway-Rd-Williamsport-PA-17701/2128623520_zpid/,,"$290,000",17701,5 beds,,PA,2106 Northway Rd,3 baths,"4,000 sqft",(570) 506-7284 
Millvale,http://www.zillow.com/homedetails/922-Evergreen-Ave-Millvale-PA-15209/11271476_zpid/,"$100,355","$87,000",15209,3 beds,,PA,922 Evergreen Ave,2.5 baths,"2,835 sqft",(412) 303-4822 
Philadelphia,http://www.zillow.com/homedetails/1722-N-Redfield-St-Philadelphia-PA-19151/10344249_zpid/,"$98,390","$79,000",19151,3 beds,,PA,1722 N Redfield St,1 bath,"1,178 sqft",
New Cumberland,http://www.zillow.com/homedetails/103-Harrison-Dr-New-Cumberland-PA-17070/9270647_zpid/,"$167,444","$184,900",17070,3 beds,,PA,103 Harrison Dr,2 baths,"2,000 sqft",(717) 571-7575 
Stroudsburg,http://www.zillow.com/homedetails/1233-Hamilton-St-Stroudsburg-PA-18360/9836225_zpid/,"$162,322","$154,399",18360,3 beds,,PA,1233 Hamilton St,2 baths,"2,064 sqft",
Pittsburgh,http://www.zillow.com/homedetails/721-N-Atlantic-Ave-Pittsburgh-PA-15224/11519403_zpid/,"$89,838","$80,000",15224,3 beds,,PA,721 N Atlantic Ave,1 bath,864 sqft,(412) 303-4822 
Philadelphia,http://www.zillow.com/homedetails/6046-N-12th-St-Philadelphia-PA-19141/10468559_zpid/,"$136,382","$155,000",19141,3 beds,,PA,6046 N 12th St,2.5 baths,"1,380 sqft",(914) 295-4263 
Melrose Park,http://www.zillow.com/homedetails/7415-N-12th-St-Melrose-Park-PA-19027/9917442_zpid/,"$506,513","$460,000",19027,6 beds,,PA,7415 N 12th St,3.5 baths,"4,548 sqft",
Ebensburg,http://www.zillow.com/homedetails/108-Lovell-Ave-Ebensburg-PA-15931/78543239_zpid/,"$123,940","$174,900",15931,3 beds,,PA,108 Lovell Ave,1.5 baths,"1,700 sqft",(814) 525-9470 
Millersville,http://www.zillow.com/homedetails/238-N-George-St-Millersville-PA-17551/2113188277_zpid/,,"$272,500",17551,6 beds,,PA,238 N George St,2 baths,-- sqft,(717) 468-7638 
Flinton,http://www.zillow.com/homedetails/224-Red-Oak-Rd-Flinton-PA-16640/93549504_zpid/,"$101,927","$99,500",16640,3 beds,,PA,224 Red Oak Rd,1 bath,"1,800 sqft",(814) 242-8718 
Malvern,http://www.zillow.com/homedetails/43-Deerfield-Dr-Malvern-PA-19355/92412223_zpid/,"$917,947","$989,000",19355,5 beds,,PA,43 Deerfield Dr,4.5 baths,"5,849 sqft",
East Stroudsburg,http://www.zillow.com/homedetails/183-Elizabeth-St-East-Stroudsburg-PA-18301/9804355_zpid/,"$85,656","$140,000",18301,2 beds,,PA,183 Elizabeth St,1 bath,858 sqft,
Vowinckel,http://www.zillow.com/homedetails/5456-Forest-Road-Vowinckel-PA-16260/2101320852_zpid/,"$164,172","$79,000",16260,2 beds,,PA,5456 Forest Road,1 bath,-- sqft,(440) 567-4973 
Sykesville,http://www.zillow.com/homedetails/50-Van-Woert-St-Sykesville-PA-15865/114707021_zpid/,"$65,962","$100,000",15865,3 beds,,PA,50 Van Woert St,2 baths,"1,450 sqft",(814) 590-6101 
Palm,http://www.zillow.com/homedetails/1115-Station-Road-Palm-PA-18070/2101314874_zpid/,,"$259,000",18070,3 beds,,PA,1115 Station Road,2 baths,"3,744 sqft",(215) 272-9659 
Indiana,http://www.zillow.com/homedetails/1362-Ben-Avon-St-Indiana-PA-15701/78655237_zpid/,"$75,498","$65,000",15701,2 beds,,PA,1362 Ben Avon St,1 bath,-- sqft,(724) 464-8886 
Mount Carmel,http://www.zillow.com/homedetails/112-S-Pine-St-Mount-Carmel-PA-17851/78748962_zpid/,"$47,204","$11,999",17851,3 beds,,PA,112 S Pine St,1 bath,"1,600 sqft",(570) 875-8420 
Pittsburgh,http://www.zillow.com/homedetails/509-Highview-Rd-Pittsburgh-PA-15234/11309751_zpid/,"$118,792","$145,000",15234,2 beds,,PA,509 Highview Rd,1 bath,"1,012 sqft",
York,http://www.zillow.com/homedetails/308-Reinecke-Pl-York-PA-17403/63910615_zpid/,"$70,049","$35,000",17403,3 beds,,PA,308 Reinecke Pl,1.5 baths,"1,110 sqft",
Philadelphia,http://www.zillow.com/homedetails/4433-Frankford-Ave-Philadelphia-PA-19124/10288644_zpid/,,"$135,000",19124,-- beds,,PA,4433 Frankford Ave,-- baths,"3,150 sqft",
Lewistown,http://www.zillow.com/homedetails/120-Academy-Hl-Lewistown-PA-17044/2104368865_zpid/,"$78,921","$115,000",17044,2 beds,,PA,120 Academy Hl,1.5 baths,"1,295 sqft",(717) 248-5634 
Bristol,http://www.zillow.com/homedetails/1148-6th-Ave-Bristol-PA-19007/8960017_zpid/,"$150,819","$193,900",19007,3 beds,,PA,1148 6th Ave,2 baths,"1,209 sqft",(215) 781-1374 
Uniontown,http://www.zillow.com/homedetails/42-Ben-Lomond-Street-5-UNITS-Uniontown-PA-15401/2101181890_zpid/,"$163,292","$247,500",15401,Studio,,PA,42 Ben Lomond Street #5 UNITS,-- baths,-- sqft,(724) 880-4644 
Johnstown,http://www.zillow.com/homedetails/133-Wonder-St-Johnstown-PA-15905/78554453_zpid/,"$79,873","$55,000",15905,2 beds,,PA,133 Wonder St,1 bath,708 sqft,(804) 994-8444 
Ottsville,http://www.zillow.com/homedetails/1334-Deer-Run-Rd-Ottsville-PA-18942/8943184_zpid/,"$587,245","$585,000",18942,4 beds,,PA,1334 Deer Run Rd,3.5 baths,"3,950 sqft",
Philadelphia,http://www.zillow.com/homedetails/1211-Pine-St-Philadelphia-PA-19107/10196784_zpid/,"$605,473","$715,000",19107,3 beds,,PA,1211 Pine St,3 baths,"1,738 sqft",(267) 977-0850 
Lemoyne,http://www.zillow.com/homedetails/883-Walnut-St-Lemoyne-PA-17043/9254442_zpid/,"$175,227","$219,000",17043,4 beds,,PA,883 Walnut St,2 baths,"2,054 sqft",(717) 877-0291 
Uniontown,http://www.zillow.com/homedetails/166-West-Berkley-Street-2-UNITS-Uniontown-PA-15401/2101181140_zpid/,"$47,136","$79,900",15401,-- beds,,PA,166 West Berkley Street #2 UNITS,-- baths,-- sqft,(724) 880-4644 
New Holland,http://www.zillow.com/homedetails/591-Valley-View-Dr-New-Holland-PA-17557/9778435_zpid/,"$262,605","$289,900",17557,4 beds,,PA,591 Valley View Dr,3 baths,"2,541 sqft",(717) 351-0757 
Philadelphia,http://www.zillow.com/homedetails/9104-Verree-Rd-Philadelphia-PA-19115/10566532_zpid/,"$229,803","$235,000",19115,3 beds,,PA,9104 Verree Rd,1.5 baths,"1,215 sqft",
Philadelphia,http://www.zillow.com/homedetails/1816-N-52nd-St-Philadelphia-PA-19131/2101108892_zpid/,"$157,329","$30,000",19131,4 beds,,PA,1816 N 52nd St,2 baths,"2,340 sqft",(267) 333-4906 
