city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Belleair Bluffs,http://www.zillow.com/homedetails/139-Bluff-View-Dr-APT-311-Belleair-Bluffs-FL-33770/47248372_zpid/,"$159,457","$260,000",33770,Studio,,FL,139 Bluff View Dr APT 311,-- baths,"1,600 sqft",(727) 386-5729 
Bradenton,http://www.zillow.com/homedetails/111-Granada-Dr-Bradenton-FL-34210/2101358953_zpid/,"$168,697","$178,500",34210,2 beds,,FL,111 Granada Dr,2 baths,"1,512 sqft",(941) 812-1183 
Siloam Springs,http://www.zillow.com/homedetails/409-Grand-Ct-Siloam-Springs-AR-72761/70609632_zpid/,"$275,620","$274,999",72761,4 beds,,AR,409 Grand Ct,4.5 baths,"3,396 sqft",(479) 366-9583 
Temple Terrace,http://www.zillow.com/homedetails/8007-Gardenia-Drive-Temple-Terrace-FL-33637/2100462937_zpid/,,"$74,900",33637,2 beds,,FL,8007 Gardenia Drive,2 baths,"1,176 sqft",(813) 763-0054 
Flagler Beach,http://www.zillow.com/homedetails/1444-N-Central-Ave-Flagler-Beach-FL-32136/44725005_zpid/,"$225,003","$285,000",32136,2 beds,,FL,1444 N Central Ave,2 baths,"1,100 sqft",(386) 854-1845 
Belle Chasse,http://www.zillow.com/homedetails/111-Park-Dr-Belle-Chasse-LA-70037/115158659_zpid/,"$195,174","$229,000",70037,3 beds,,LA,111 Park Dr,2 baths,"1,335 sqft",(504) 912-4513 
Spring Hill,http://www.zillow.com/homedetails/15715-Mahoney-Dr-Spring-Hill-FL-34610/46410445_zpid/,"$324,587","$225,000",34610,3 beds,,FL,15715 Mahoney Dr,2 baths,"1,887 sqft",(580) 618-1294 
Columbus,http://www.zillow.com/homedetails/194-Forrest-Glen-Rd-Columbus-MS-39705/114378264_zpid/,"$149,898","$189,000",39705,3 beds,,MS,194 Forrest Glen Rd,2.5 baths,"2,600 sqft",(662) 386-6242 
Fort Pierce,http://www.zillow.com/homedetails/318-South-Erie-Fort-Pierce-FL-34946/2100457635_zpid/,,"$28,000",34946,2 beds,,FL,318 South Erie,2 baths,-- sqft,
Grayson,http://www.zillow.com/homedetails/2135-Chandler-Rd-Grayson-GA-30017/14727985_zpid/,"$149,176","$150,000",30017,3 beds,,GA,2135 Chandler Rd,2 baths,"1,620 sqft",(404) 932-4170 
Fairhope,http://www.zillow.com/homedetails/12484-County-Road-32-Fairhope-AL-36532/72757659_zpid/,"$380,803","$380,000",36532,3 beds,,AL,12484 County Road 32,3 baths,"2,856 sqft",(251) 928-0074 
Daytona Beach,http://www.zillow.com/homedetails/142-S-Coates-St-Daytona-Beach-FL-32118/2110988636_zpid/,"$203,382","$195,000",32118,4 beds,,FL,142 S Coates St,2 baths,"2,981 sqft",(407) 495-0660 
Palm Beach,http://www.zillow.com/homedetails/3540-S-Ocean-Blvd-APT-910-Palm-Beach-FL-33480/46881843_zpid/,"$195,983","$229,000",33480,1 bed,,FL,3540 S Ocean Blvd APT 910,1 bath,950 sqft,(561) 452-0124 
Astor,http://www.zillow.com/homedetails/24527-Bonnett-Rd-Astor-FL-32102/45340967_zpid/,"$211,110","$300,000",32102,4 beds,,FL,24527 Bonnett Rd,4 baths,"1,680 sqft",
Naples,http://www.zillow.com/homedetails/2335-Carrington-Ct-104-Naples-FL-34109/43743953_zpid/,"$199,076","$220,000",34109,2 beds,,FL,2335 Carrington Ct #104,2 baths,"1,213 sqft",
Lake Wales,http://www.zillow.com/homedetails/Park-Ave-Lake-Wales-FL-33853/98447943_zpid/,,"$12,500,000",33853,Studio,,FL,Park Ave,-- baths,-- sqft,(863) 676-1479 
Deland,http://www.zillow.com/homedetails/1192-Heidi-Ct-Deland-FL-32720/47933414_zpid/,"$158,252","$150,000",32720,3 beds,,FL,1192 Heidi Ct,2 baths,"1,810 sqft",(386) 490-8208 
Gainesville,http://www.zillow.com/homedetails/11124-NW-38th-Ln-Gainesville-FL-32606/42697049_zpid/,"$164,788","$184,900",32606,3 beds,,FL,11124 NW 38th Ln,2 baths,"1,524 sqft",(870) 219-9105 
Little Rock,http://www.zillow.com/homedetails/2112-N-Cleveland-St-Little-Rock-AR-72207/335263_zpid/,"$182,304","$309,000",72207,3 beds,,AR,2112 N Cleveland St,2 baths,"1,650 sqft",(501) 658-9114 
Milton,http://www.zillow.com/homedetails/9348-Nichols-Lake-Rd-Milton-FL-32583/2100469915_zpid/,,"$115,000",32583,3 beds,,FL,9348 Nichols Lake Rd,2 baths,"1,800 sqft",(850) 525-6447 
Citrus Springs,http://www.zillow.com/homedetails/2170-W-G-Martinelli-Blvd-Citrus-Springs-FL-34434/98403297_zpid/,,"$8,600",34434,,,FL,2170 W G Martinelli Blvd,,,(866) 941-9889 
Fort Myers Beach,http://www.zillow.com/homedetails/5550-Estero-Blvd-124-Fort-Myers-Beach-FL-33931/2105114964_zpid/,"$282,687","$231,000",33931,1 bed,,FL,5550 Estero Blvd # 124,1 bath,430 sqft,(239) 537-9305 
Winter Haven,http://www.zillow.com/homedetails/600-E-Lake-Elbert-Dr-NE-Winter-Haven-FL-33881/47380305_zpid/,"$272,007","$329,000",33881,3 beds,,FL,600 E Lake Elbert Dr NE,3.5 baths,"2,400 sqft",(786) 409-1372 
Dunedin,http://www.zillow.com/homedetails/634-Edgewater-Dr-APT-149-Dunedin-FL-34698/47262836_zpid/,"$271,613","$267,000",34698,2 beds,,FL,634 Edgewater Dr APT 149,2 baths,"1,410 sqft",(727) 871-2699 
Columbus,http://www.zillow.com/homedetails/4202-Ridgefield-Drive-Columbus-GA-31907/2100780901_zpid/,"$81,600","$74,900",31907,3 beds,,GA,4202 Ridgefield Drive,3 baths,-- sqft,(678) 552-1943 
Tallahassee,http://www.zillow.com/homedetails/1002-Volusia-St-Tallahassee-FL-32304/63518694_zpid/,"$58,071","$50,000",32304,2 beds,,FL,1002 Volusia St,1 bath,924 sqft,(850) 339-0698 
Bedford,http://www.zillow.com/homedetails/1616-Brookhaven-Cir-Bedford-TX-76022/28929296_zpid/,"$158,050","$172,400",76022,4 beds,,TX,1616 Brookhaven Cir,2 baths,"1,689 sqft",(682) 215-4983 
Covington,http://www.zillow.com/homedetails/71129-Shady-Lake-Drive-Covington-LA-70433/2100776049_zpid/,"$233,939","$165,000",70433,3 beds,,LA,71129 Shady Lake Drive,2 baths,"1,618 sqft",(504) 236-7940 
Naples,http://www.zillow.com/homedetails/288-Cypress-Way-W-Naples-FL-34110/43785752_zpid/,"$404,344","$399,000",34110,4 beds,,FL,288 Cypress Way W,3 baths,"2,445 sqft",(859) 468-8681 
Palm Bay,http://www.zillow.com/homedetails/170-SE-Dolphin-St-Palm-Bay-FL-32909/104105704_zpid/,,"$15,000",32909,,,FL,170 SE Dolphin St,,,
Greenacres,http://www.zillow.com/homedetails/5434-Wellcraft-Dr-Greenacres-FL-33463/2138368591_zpid/,"$207,079","$229,900",33463,3 beds,,FL,5434 Wellcraft Dr,2 baths,"1,270 sqft",
Winter Haven,http://www.zillow.com/homedetails/1407-N-Lake-Howard-Dr-Winter-Haven-FL-33881/47366988_zpid/,"$631,595","$689,995",33881,7 beds,,FL,1407 N Lake Howard Dr,4.5 baths,"5,980 sqft",
Lake Cormorant,http://www.zillow.com/homedetails/4143-Southern-Manor-Dr-N-Lake-Cormorant-MS-38641/2110809811_zpid/,"$239,944","$290,000",38641,4 beds,,MS,4143 Southern Manor Dr N,4 baths,"2,962 sqft",(901) 487-0763 
Atlanta,http://www.zillow.com/homedetails/11-Arc-Way-NE-Atlanta-GA-30305/35928551_zpid/,"$672,808","$775,000",30305,3 beds,,GA,11 Arc Way NE,3 baths,"1,991 sqft",(404) 539-1339 
Vestavia,http://www.zillow.com/homedetails/2201-Brookdale-Ln-Vestavia-AL-35216/1013431_zpid/,"$251,442","$333,000",35216,3 beds,,AL,2201 Brookdale Ln,2 baths,"1,428 sqft",
Texarkana,http://www.zillow.com/homedetails/3605-Minden-Ave-Texarkana-AR-71854/90875986_zpid/,"$73,526","$74,500",71854,3 beds,,AR,3605 Minden Ave,1 bath,"1,189 sqft",(270) 925-7306 
Lutz,http://www.zillow.com/homedetails/18613-Geraci-Rd-Lutz-FL-33548/44880643_zpid/,"$546,523","$662,000",33548,4 beds,,FL,18613 Geraci Rd,3.5 baths,"3,487 sqft",(813) 493-5969 
Tampa,http://www.zillow.com/homedetails/3012-Spillers-Ave-Tampa-FL-33619/44937430_zpid/,"$55,230","$57,900",33619,2 beds,,FL,3012 Spillers Ave,1 bath,870 sqft,(813) 919-7587 
Port Orange,http://www.zillow.com/homedetails/3520-Surfside-Ter-Port-Orange-FL-32127/48049045_zpid/,"$274,761","$269,900",32127,4 beds,,FL,3520 Surfside Ter,-- baths,"1,700 sqft",(386) 227-7217 
Jacksonville,http://www.zillow.com/homedetails/4234-Victoria-Lakes-Dr-W-Jacksonville-FL-32226/97879324_zpid/,"$215,384","$245,000",32226,5 beds,,FL,4234 Victoria Lakes Dr W,3 baths,"2,142 sqft",(954) 288-5454 
Milledgeville,http://www.zillow.com/homedetails/131-Lee-Dr-SE-Milledgeville-GA-31061/98938661_zpid/,"$35,547","$49,900",31061,3 beds,,GA,131 Lee Dr SE,1 bath,"1,240 sqft",(800) 464-9199 
Miramar Beach,http://www.zillow.com/homedetails/200-Sandestin-Lane-1308-Miramar-Beach-FL-32550/2101355744_zpid/,"$117,648","$139,900",32550,2 beds,,FL,200 Sandestin Lane #1308,2 baths,"1,068 sqft",(850) 545-6603 
Fort Worth,http://www.zillow.com/homedetails/2501-Lucas-Dr-Fort-Worth-TX-76112/28949350_zpid/,"$48,541","$57,000",76112,2 beds,,TX,2501 Lucas Dr,1 bath,792 sqft,(817) 267-8799 
Pinellas Park,http://www.zillow.com/homedetails/6020-99th-Ave-Pinellas-Park-FL-33782/2139522943_zpid/,"$159,965","$175,000",33782,4 beds,,FL,6020 99th Ave,2 baths,"1,322 sqft",(727) 239-1751 
Metairie,http://www.zillow.com/homedetails/4701-Belle-Dr-Metairie-LA-70006/73720085_zpid/,"$216,443","$319,000",70006,3 beds,,LA,4701 Belle Dr,3 baths,"2,400 sqft",(504) 885-6268 
Valdosta,http://www.zillow.com/homedetails/204-E-College-Street-Valdosta-GA-31602/2100679630_zpid/,"$129,651","$155,900",31602,3 beds,,GA,204 E. College Street,2 baths,"1,531 sqft",(229) 561-2844 
Oldsmar,http://www.zillow.com/homedetails/1931-Castle-Bay-Ct-Oldsmar-FL-34677/47145591_zpid/,"$160,852","$194,900",34677,4 beds,,FL,1931 Castle Bay Ct,2 baths,"1,410 sqft",
Jacksonville,http://www.zillow.com/homedetails/2944-W-16th-St-Jacksonville-FL-32254/44459824_zpid/,"$42,689","$17,845",32254,3 beds,,FL,2944 W 16th St,1 bath,960 sqft,(818) 288-3324 
Gulfport,http://www.zillow.com/homedetails/31-33rd-St-Gulfport-MS-39507/77995788_zpid/,"$86,217","$129,400",39507,3 beds,,MS,31 33rd St,3 baths,"2,058 sqft",(504) 606-6083 
Saint Petersburg,http://www.zillow.com/homedetails/6301-31st-Ave-N-Saint-Petersburg-FL-33710/47023879_zpid/,"$250,737","$295,000",33710,3 beds,,FL,6301 31st Ave N,2 baths,"1,769 sqft",(727) 420-5689 
Clearwater,http://www.zillow.com/homedetails/2371-Indigo-Dr-Clearwater-FL-33763/47279940_zpid/,"$141,823","$164,900",33763,2 beds,,FL,2371 Indigo Dr,2 baths,"1,070 sqft",(843) 708-0114 
Orlando,http://www.zillow.com/homedetails/9919-Turf-Ct-APT-2-Orlando-FL-32837/71088014_zpid/,"$85,383","$89,900",32837,2 beds,,FL,9919 Turf Ct APT 2,2 baths,905 sqft,(941) 323-4000 
Vestavia,http://www.zillow.com/homedetails/3361-Valley-Park-Dr-Vestavia-AL-35243/985072_zpid/,"$233,538","$259,999",35243,4 beds,,AL,3361 Valley Park Dr,3 baths,"1,987 sqft",(205) 910-7567 
Fort Pierce,http://www.zillow.com/homedetails/2302-Sunrise-Blvd-APT-2-202-Fort-Pierce-FL-34982/2124143816_zpid/,"$45,657","$52,500",34982,2 beds,,FL,2302 Sunrise Blvd APT 2-202,1 bath,900 sqft,(772) 971-6037 
Lake Placid,http://www.zillow.com/homedetails/502-Lake-Mirror-Dr-Lake-Placid-FL-33852/45147994_zpid/,"$363,242","$525,000",33852,4 beds,,FL,502 Lake Mirror Dr,3 baths,"2,748 sqft",(863) 840-0691 
Stuart,http://www.zillow.com/homedetails/6636-SE-Woodmill-Pond-Ln-Stuart-FL-34997/98336114_zpid/,"$310,791","$249,000",34997,3 beds,,FL,6636 SE Woodmill Pond Ln,3 baths,"2,299 sqft",(561) 310-8692 
Fairfield Bay,http://www.zillow.com/homedetails/176-Wilshire-Dr-Fairfield-Bay-AR-72088/90971820_zpid/,"$169,571","$164,500",72088,4 beds,,AR,176 Wilshire Dr,3 baths,"2,048 sqft",(501) 472-0539 
Titusville,http://www.zillow.com/homedetails/1909-Sun-Valley-St-Titusville-FL-32780/54602914_zpid/,"$137,491","$145,000",32780,3 beds,,FL,1909 Sun Valley St,2 baths,"1,530 sqft",
Lake Placid,http://www.zillow.com/homedetails/417-Beaver-Run-Lake-Placid-FL-33852/2100464753_zpid/,,"$25,000",33852,2 beds,,FL,417 Beaver Run,2 baths,-- sqft,(330) 581-1907 
Hialeah,http://www.zillow.com/homedetails/4490-W-19th-Ct-APT-B517-Hialeah-FL-33012/2103786570_zpid/,"$138,954","$145,000",33012,3 beds,,FL,4490 W 19th Ct APT B517,2 baths,"1,290 sqft",(786) 543-1361 
Jacksonville,http://www.zillow.com/homedetails/1922-W-20th-St-Jacksonville-FL-32209/44457515_zpid/,"$39,229","$19,954",32209,3 beds,,FL,1922 W 20th St,1 bath,"1,255 sqft",(702) 900-4904 
Saint Petersburg,http://www.zillow.com/homedetails/4905-Union-St-N-Saint-Petersburg-FL-33714/46951374_zpid/,"$98,862","$115,900",33714,2 beds,,FL,4905 Union St N,1 bath,940 sqft,(727) 510-5269 
Duluth,http://www.zillow.com/homedetails/3671-Raven-Way-Duluth-GA-30096/14790844_zpid/,"$133,491","$130,900",30096,3 beds,,GA,3671 Raven Way,3 baths,"1,536 sqft",(678) 699-9384 
Ocala,http://www.zillow.com/homedetails/2390-SE-Laurel-Run-Dr-Ocala-FL-34471/45869135_zpid/,"$604,792","$540,000",34471,4 beds,,FL,2390 SE Laurel Run Dr,7 baths,"4,600 sqft",(352) 216-4699 
Belleair,http://www.zillow.com/homedetails/1728-Laurie-Ln-Belleair-FL-33756/47210934_zpid/,"$228,697","$317,900",33756,2 beds,,FL,1728 Laurie Ln,2 baths,"1,390 sqft",(727) 804-9350 
Lockport,http://www.zillow.com/homedetails/5843-Hwy-1-Lockport-LA-70374/2100759856_zpid/,"$244,860","$350,000",70374,6 beds,,LA,5843 Hwy. 1,6 baths,"3,100 sqft",
Jacksonville,http://www.zillow.com/homedetails/8069-Dickie-Dr-Jacksonville-FL-32216/44562814_zpid/,"$181,998","$175,000",32216,3 beds,,FL,8069 Dickie Dr,2 baths,"1,353 sqft",(904) 891-1243 
Jacksonville,http://www.zillow.com/homedetails/7800-Point-Meadows-Dr-APT-132-Jacksonville-FL-32256/65795573_zpid/,"$99,481","$118,000",32256,3 beds,,FL,7800 Point Meadows Dr APT 132,2 baths,"1,424 sqft",(904) 547-9549 
Lake Placid,http://www.zillow.com/homedetails/111-Marina-Rv-Dr-Lake-Placid-FL-33852/2123700687_zpid/,"$80,680","$65,000",33852,1 bed,,FL,111 Marina Rv Dr,1 bath,"1,002 sqft",(941) 626-4384 
Magee,http://www.zillow.com/homedetails/211-S-Jadek-Dr-Ne-Magee-MS-39111/2100922156_zpid/,"$76,160","$95,000",39111,3 beds,,MS,211 S Jadek Dr. Ne,2 baths,-- sqft,(601) 336-1528 
Ocala,http://www.zillow.com/homedetails/2141-SE-80th-St-Ocala-FL-34480/45894785_zpid/,"$82,696","$71,500",34480,3 beds,,FL,2141 SE 80th St,2 baths,"1,024 sqft",(407) 592-9276 
Port Saint Joe,http://www.zillow.com/homedetails/524-E-4th-St-Port-Saint-Joe-FL-32456/44779838_zpid/,"$195,466","$184,500",32456,5 beds,,FL,524 E 4th St,3 baths,"2,085 sqft",(850) 899-1024 
Panama City,http://www.zillow.com/homedetails/941-Grace-Ave-Panama-City-FL-32401/42772408_zpid/,"$151,665","$250,000",32401,4 beds,,FL,941 Grace Ave,2 baths,"2,162 sqft",
Houston,http://www.zillow.com/homedetails/10822-Berry-Tree-Dr-Houston-TX-77064/28339125_zpid/,"$127,147","$132,800",77064,3 beds,,TX,10822 Berry Tree Dr,2 baths,"1,535 sqft",(917) 566-0168 
Navarre,http://www.zillow.com/homedetails/6719-Water-St-Navarre-FL-32566/2133113610_zpid/,"$100,848","$229,900",32566,6 beds,,FL,6719 Water St,4 baths,"2,320 sqft",(571) 344-3348 
Huntsville,http://www.zillow.com/homedetails/103-Roberta-Rd-SE-Huntsville-AL-35802/92143936_zpid/,"$274,056","$282,000",35802,4 beds,,AL,103 Roberta Rd SE,3 baths,"2,825 sqft",(256) 882-6604 
Nokomis,http://www.zillow.com/homedetails/16458-Gloria-Ln-206-Nokomis-FL-34275/80418948_zpid/,"$162,811","$209,000",34275,2 beds,,FL,16458 Gloria Ln # 206,2 baths,"1,548 sqft",(330) 340-0171 
Spring Hill,http://www.zillow.com/homedetails/18848-Coats-St-Spring-Hill-FL-34610/46327740_zpid/,"$54,086","$35,500",34610,3 beds,,FL,18848 Coats St,-- baths,"1,248 sqft",(727) 269-5155 
St Petersburg,http://www.zillow.com/homedetails/2466-10th-Ave-N-St-Petersburg-FL-33713/68598808_zpid/,"$199,466","$205,000",33713,3 beds,,FL,2466 10th Ave N,2 baths,"1,392 sqft",(727) 479-6106 
Belle Isle,http://www.zillow.com/homedetails/1839-Colleen-Dr-Belle-Isle-FL-32809/46229326_zpid/,"$245,330","$349,900",32809,4 beds,,FL,1839 Colleen Dr,2 baths,"1,969 sqft",(407) 852-8160 
Riverview,http://www.zillow.com/homedetails/8215-Revels-Rd-Riverview-FL-33569/44997842_zpid/,"$235,883","$265,000",33569,3 beds,,FL,8215 Revels Rd,2 baths,-- sqft,(931) 302-5924 
Snellville,http://www.zillow.com/homedetails/4376-Haynes-Cir-Snellville-GA-30039/60829398_zpid/,"$119,229","$95,000",30039,1 bed,,GA,4376 Haynes Cir,1 bath,884 sqft,
Apollo Beach,http://www.zillow.com/homedetails/241-Shell-Falls-Dr-Apollo-Beach-FL-33572/63481971_zpid/,"$193,947","$189,900",33572,2 beds,,FL,241 Shell Falls Dr,2 baths,"1,461 sqft",
Spring Hill,http://www.zillow.com/homedetails/3375-Windjammer-Dr-Spring-Hill-FL-34607/2100628553_zpid/,"$117,422","$56,000",34607,2 beds,,FL,3375 Windjammer Dr.,2 baths,"1,232 sqft",(352) 606-8589 
Hastings,http://www.zillow.com/homedetails/10020-Flikkema-Ave-Hastings-FL-32145/103514222_zpid/,,"$12,000",32145,,,FL,10020 Flikkema Ave,,,(904) 347-8423 
Winter Park,http://www.zillow.com/homedetails/1637-Chestnut-Ave-Winter-Park-FL-32789/46238641_zpid/,"$385,794","$424,000",32789,3 beds,,FL,1637 Chestnut Ave,3 baths,"1,950 sqft",(407) 701-7482 
St Augustine,http://www.zillow.com/homedetails/1012-W-Aiken-St-St-Augustine-FL-32084/103508166_zpid/,"$120,408","$169,900",32084,3 beds,,FL,1012 W Aiken St,2 baths,"1,554 sqft",(904) 687-4255 
Orlando,http://www.zillow.com/homedetails/2047-Companero-Ave-Orlando-FL-32804/46174346_zpid/,"$758,112","$890,000",32804,5 beds,,FL,2047 Companero Ave,5 baths,"4,211 sqft",(407) 973-7433 
Jacksonville,http://www.zillow.com/homedetails/5739-Jack-Rd-Jacksonville-FL-32277/113375937_zpid/,"$161,053","$145,000",32277,4 beds,,FL,5739 Jack Rd,3 baths,"2,791 sqft",(904) 743-3763 
New Smyrna Beach,http://www.zillow.com/homedetails/280-Sugar-Sand-Trl-New-Smyrna-Beach-FL-32168/48030016_zpid/,"$220,490","$240,000",32168,4 beds,,FL,280 Sugar Sand Trl,2 baths,"2,152 sqft",(386) 214-0374 
Hastings,http://www.zillow.com/homedetails/10510-Erickson-Ave-Hastings-FL-32145/103486207_zpid/,,"$12,000",32145,,,FL,10510 Erickson Ave,,,(904) 347-8423 
Ruskin,http://www.zillow.com/homedetails/1112-West-Shell-Point-Rd-LOT-319-Ruskin-FL-33570/2100628629_zpid/,"$128,277","$13,000",33570,1 bed,,FL,1112 West Shell Point Rd #LOT #319,1 bath,-- sqft,(813) 645-5612 
South Pasadena,http://www.zillow.com/homedetails/1893-Shore-Dr-S-APT-211-South-Pasadena-FL-33707/47244143_zpid/,"$107,631","$129,000",33707,2 beds,,FL,1893 Shore Dr S APT 211,1 bath,975 sqft,(727) 804-8170 
Hastings,http://www.zillow.com/homedetails/9920-Baylor-Ave-Hastings-FL-32145/103486700_zpid/,,"$12,000",32145,,,FL,9920 Baylor Ave,,,(904) 347-8423 
Melrose,http://www.zillow.com/homedetails/3260-SE-County-Road-21b-Melrose-FL-32666/42813581_zpid/,"$347,093","$312,000",32666,3 beds,,FL,3260 SE County Road 21b,2 baths,"1,672 sqft",(352) 258-0653 
Lake Worth,http://www.zillow.com/homedetails/6645-Athena-Dr-Lake-Worth-FL-33463/46569495_zpid/,"$197,486","$235,000",33463,3 beds,,FL,6645 Athena Dr,2 baths,"1,665 sqft",(617) 785-0668 
Pensacola,http://www.zillow.com/homedetails/2003-E-Maxwell-St-Pensacola-FL-32503/44722090_zpid/,"$226,690","$289,000",32503,3 beds,,FL,2003 E Maxwell St,2 baths,"1,803 sqft",(904) 382-3595 
Winter Garden,http://www.zillow.com/homedetails/1334-Winter-Green-Way-Winter-Garden-FL-34787/46208770_zpid/,"$73,980","$92,900",34787,2 beds,,FL,1334 Winter Green Way,2 baths,981 sqft,(407) 429-7902 
Middleburg,http://www.zillow.com/homedetails/2347-Halperns-Way-Middleburg-FL-32068/43679454_zpid/,"$476,080","$599,000",32068,3 beds,,FL,2347 Halperns Way,2 baths,"3,000 sqft",(904) 282-8506 
Spring Hill,http://www.zillow.com/homedetails/(Undisclosed-Address)-Spring-Hill-FL-34610/2102181405_zpid/,,"$18,000",34610,,,FL,(Undisclosed Address),,,(941) 961-3602 
Alachua,http://www.zillow.com/homedetails/19935-Nw-94-Avenue-Alachua-FL-32615/2100468791_zpid/,,"$130,000",32615,,,FL,19935 Nw 94 Avenue,,,(352) 240-5106 
Metairie,http://www.zillow.com/homedetails/512-N-Bengal-Rd-Metairie-LA-70003/73752829_zpid/,"$100,240","$155,000",70003,3 beds,,LA,512 N Bengal Rd,1 bath,"1,271 sqft",(504) 312-9162 
Little Rock,http://www.zillow.com/homedetails/8910-Merrivale-Dr-Little-Rock-AR-72209/359147_zpid/,"$64,530","$30,000",72209,4 beds,,AR,8910 Merrivale Dr,1 bath,"1,150 sqft",(501) 351-4536 
Palm Bay,http://www.zillow.com/homedetails/1990-SW-Klebs-Ave-Palm-Bay-FL-32908/104137265_zpid/,,"$3,000",32908,,,FL,1990 SW Klebs Ave,,,(954) 592-0630 
Oviedo,http://www.zillow.com/homedetails/235-Roosevelt-Sq-Oviedo-FL-32765/47654706_zpid/,"$80,671","$195,900",32765,3 beds,,FL,235 Roosevelt Sq,2 baths,"1,014 sqft",(214) 755-9360 
Englewood,http://www.zillow.com/homedetails/1293-Kingfisher-Dr-Englewood-FL-34224/43570397_zpid/,"$153,602","$89,900",34224,2 beds,,FL,1293 Kingfisher Dr,2 baths,"1,000 sqft",(941) 468-1159 
Philadelphia,http://www.zillow.com/homedetails/10541-Road-771-Philadelphia-MS-39350/110951714_zpid/,"$66,633","$115,000",39350,3 beds,,MS,10541 Road 771,2 baths,"1,300 sqft",
Roswell,http://www.zillow.com/homedetails/1000-Lackey-Rd-Roswell-GA-30075/69382636_zpid/,,"$6,000,000",30075,,,GA,1000 Lackey Rd,,,(770) 740-9066 
Saint Petersburg,http://www.zillow.com/homedetails/6043-Bayou-Grande-Blvd-NE-Saint-Petersburg-FL-33703/47259406_zpid/,"$575,304","$625,000",33703,3 beds,,FL,6043 Bayou Grande Blvd NE,3 baths,"1,961 sqft",(727) 385-4907 
Winter Park,http://www.zillow.com/homedetails/1923-Stonehurst-Rd-Winter-Park-FL-32789/46145625_zpid/,"$576,266","$650,000",32789,4 beds,,FL,1923 Stonehurst Rd,3 baths,"2,567 sqft",(502) 417-0045 
Birmingham,http://www.zillow.com/homedetails/1428-Berry-Rd-Birmingham-AL-35226/1014221_zpid/,"$268,225","$249,900",35226,3 beds,,AL,1428 Berry Rd,2 baths,"2,300 sqft",(205) 616-9478 
Tampa,http://www.zillow.com/homedetails/15124-Contoy-Pl-Tampa-FL-33618/44892100_zpid/,"$457,326","$499,999",33618,4 beds,,FL,15124 Contoy Pl,3.5 baths,"3,218 sqft",(813) 817-3012 
Jacksonville,http://www.zillow.com/homedetails/71-W-55th-St-Jacksonville-FL-32208/44445715_zpid/,"$60,714","$76,000",32208,3 beds,,FL,71 W 55th St,1 bath,"1,365 sqft",(561) 713-1420 
Jacksonville Beach,http://www.zillow.com/homedetails/1415-1st-St-N-APT-805-Jacksonville-Beach-FL-32250/61278645_zpid/,"$834,528","$1,395,000",32250,4 beds,,FL,1415 1st St N APT 805,4 baths,"3,200 sqft",(904) 535-4104 
Sulphur Springs,http://www.zillow.com/homedetails/9207-Farm-Road-2285-Sulphur-Springs-TX-75482/2141899219_zpid/,"$237,656","$148,000",75482,4 beds,,TX,9207 Farm Road 2285,3 baths,"2,280 sqft",(903) 243-1020 
Eatonton,http://www.zillow.com/homedetails/106-Riverside-Dr-Eatonton-GA-31024/110310415_zpid/,"$297,385","$499,500",31024,4 beds,,GA,106 Riverside Dr,3 baths,"2,501 sqft",(478) 952-2429 
Estero,http://www.zillow.com/homedetails/20628-Tahitian-Blvd-Estero-FL-33928/2101347866_zpid/,"$117,437","$42,000",33928,2 beds,,FL,20628 Tahitian Blvd,2 baths,"1,100 sqft",(239) 300-1631 
Destin,http://www.zillow.com/homedetails/705-Gulf-Shore-Dr-UNIT-101-Destin-FL-32541/45967955_zpid/,"$316,587","$299,000",32541,2 beds,,FL,705 Gulf Shore Dr UNIT 101,2 baths,"1,255 sqft",(850) 543-9239 
Bateville,http://www.zillow.com/homedetails/1178-1180-Main-St-Bateville-AR-72501/2100527539_zpid/,"$140,407","$130,000",72501,5 beds,,AR,1178-1180 Main St,2 baths,-- sqft,
Astatula,http://www.zillow.com/homedetails/24031-Ranch-Rd-Astatula-FL-34705/66145821_zpid/,"$158,971","$225,000",34705,4 beds,,FL,24031 Ranch Rd,2 baths,"1,904 sqft",(407) 733-0331 
Sarasota,http://www.zillow.com/homedetails/1519-N-Lake-Shore-Dr-Sarasota-FL-34231/47503952_zpid/,"$763,978","$700,000",34231,4 beds,,FL,1519 N Lake Shore Dr,-- baths,"2,826 sqft",(201) 349-0072 
Tampa,http://www.zillow.com/homedetails/4603-N-38th-St-Tampa-FL-33610/45086379_zpid/,"$51,087","$52,000",33610,3 beds,,FL,4603 N 38th St,1 bath,984 sqft,(813) 377-7971 
Murdock,http://www.zillow.com/homedetails/954-Red-Bay-Terrace-Nw-Murdock-FL-33938/2100457184_zpid/,,"$325,000",33938,4 beds,,FL,954 Red Bay Terrace Nw,3 baths,"2,600 sqft",(828) 371-7608 
Macon,http://www.zillow.com/homedetails/2663-Hillcrest-Ave-Macon-GA-31204/2141765979_zpid/,"$117,583","$83,500",31204,3 beds,,GA,2663 Hillcrest Ave,2 baths,"1,931 sqft",(614) 453-0660 
