city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Coatesville,http://www.zillow.com/homedetails/548-Elm-St-Coatesville-PA-19320/9147325_zpid/,"$185,068 ","$45,000 ",19320,5 beds,,PA,548 Elm St,2.5 baths,"3,052 sqft",(484) 918-0408 
New Kensington,http://www.zillow.com/homedetails/802-North-St-New-Kensington-PA-15068/10647966_zpid/,"$66,068 ","$67,000 ",15068,3 beds,,PA,802 North St,2 baths,"1,500 sqft",(724) 814-0115 
Greencastle,http://www.zillow.com/homedetails/542-South-Carlisle-Street-1-Greencastle-PA-17225/2100537696_zpid/,"$155,358 ","$159,900 ",17225,3 beds,,PA,542 South Carlisle Street #1,3 baths,#NAME?,(717) 597-0012 
Pringle,http://www.zillow.com/homedetails/21-Broad-St-Pringle-PA-18704/2100519972_zpid/,,"$79,900 ",18704,1 bed,,PA,21 Broad St.,1 bath,"1,132 sqft",(570) 239-3822 
Brookfield,http://www.zillow.com/homedetails/18065-Colline-Vue-Blvd-Brookfield-WI-53045/40624121_zpid/,"$432,948 ","$449,000 ",53045,5 beds,,WI,18065 Colline Vue Blvd,2.5 baths,"2,940 sqft",(262) 844-1881 
Beaver Dam,http://www.zillow.com/homedetails/1115-Hiawatha-Dr-Beaver-Dam-WI-53916/40253195_zpid/,"$164,792 ","$175,000 ",53916,3 beds,,WI,1115 Hiawatha Dr,1.5 baths,"2,560 sqft",
Waukesha,http://www.zillow.com/homedetails/1601-Highland-Ave-Waukesha-WI-53186/40711089_zpid/,"$200,165 ","$189,900 ",53186,4 beds,,WI,1601 Highland Ave,2 baths,"2,052 sqft",(414) 617-9490 
Hatfield,http://www.zillow.com/homedetails/1528-Schwab-Rd-Hatfield-PA-19440/9932547_zpid/,"$277,582 ","$210,000 ",19440,3 beds,,PA,1528 Schwab Rd,2 baths,"1,812 sqft",(215) 715-0981 
Beaver,http://www.zillow.com/homedetails/558-4th-St-Beaver-PA-15009/86354537_zpid/,"$157,776 ","$330,000 ",15009,4 beds,,PA,558 4th St,4 baths,"2,200 sqft",(724) 680-0867 
Glendale,http://www.zillow.com/homedetails/500-W-Bender-Rd-UNIT-95-Glendale-WI-53217/83842887_zpid/,"$129,073 ","$142,500 ",53217,2 beds,,WI,500 W Bender Rd UNIT 95,2 baths,"1,300 sqft",
West Chester,http://www.zillow.com/homedetails/104-Forelock-Ct-West-Chester-PA-19382/54465902_zpid/,"$371,939 ","$375,000 ",19382,3 beds,,PA,104 Forelock Ct,3 baths,"2,660 sqft",(610) 507-8947 
Weyauwega,http://www.zillow.com/homedetails/216-E-Alfred-St-Weyauwega-WI-54983/105153396_zpid/,"$71,717 ","$84,900 ",54983,3 beds,,WI,216 E Alfred St,1 bath,"1,652 sqft",(920) 205-4005 
Viroqua,http://www.zillow.com/homedetails/504-S-Rusk-Ave-Viroqua-WI-54665/113686733_zpid/,"$151,344 ","$183,500 ",54665,3 beds,,WI,504 S Rusk Ave,2.25 baths,"1,500 sqft",(920) 495-0379 
Sullivan,http://www.zillow.com/homedetails/W12-11-Woodview-Dr-Lot-166-Sullivan-WI-53178/2102060968_zpid/,"$196,646 ","$48,000 ",53178,3 beds,,WI,W12 11 Woodview Dr Lot #166,2 baths,"1,400 sqft",(262) 720-6679 
Hayward,http://www.zillow.com/homedetails/12876-N-Balsam-Rd-Hayward-WI-54843/105104135_zpid/,"$868,335 ","$1,300,000 ",54843,4 beds,,WI,12876 N Balsam Rd,3 baths,"4,440 sqft",
Fond Du Lac,http://www.zillow.com/homedetails/44-N-National-Ave-Fond-Du-Lac-WI-54935/62684528_zpid/,"$127,984 ","$143,900 ",54935,4 beds,,WI,44 N National Ave,1.5 baths,"1,853 sqft",(920) 907-1733 
Milwaukee,http://www.zillow.com/homedetails/5029-N-49th-St-Milwaukee-WI-53218/40408792_zpid/,"$40,951 ","$39,900 ",53218,2 beds,,WI,5029 N 49th St,1 bath,833 sqft,(414) 678-1016 
Junction City,http://www.zillow.com/homedetails/2460-Blackberry-Ln-Junction-City-WI-54443/71312131_zpid/,"$232,084 ","$260,000 ",54443,2 beds,,WI,2460 Blackberry Ln,1 bath,"1,000 sqft",(715) 572-1437 
Rice Lake,http://www.zillow.com/homedetails/607-W-Evans-St-Rice-Lake-WI-54868/104915158_zpid/,"$54,344 ","$74,500 ",54868,1 bed,,WI,607 W Evans St,1 bath,#NAME?,(715) 296-6582 
Middleton,http://www.zillow.com/homedetails/7133-Hubbard-Ave-Middleton-WI-53562/40161617_zpid/,"$380,834 ","$649,000 ",53562,5 beds,,WI,7133 Hubbard Ave,4 baths,"5,000 sqft",
Milwaukee,http://www.zillow.com/homedetails/2925-N-Hackett-Avenue-Milwaukee-WI-53211/2101326485_zpid/,"$359,385 ","$385,000 ",53211,5 beds,,WI,2925 N. Hackett Avenue,1.5 baths,"2,400 sqft",(414) 491-1906 
Random Lake,http://www.zillow.com/homedetails/W6703-State-Highway-144-Random-Lake-WI-53075/52379415_zpid/,"$179,368 ","$189,900 ",53075,4 beds,,WI,W6703 State Highway 144,1.5 baths,"2,150 sqft",(920) 980-0800 
Sturgeon Bay,http://www.zillow.com/homedetails/1829-Memorial-Drive-Sturgeon-Bay-WI-54235/2101737565_zpid/,"$423,420 ","$439,900 ",54235,5 beds,,WI,1829 Memorial Drive,3.5 baths,"2,706 sqft",(920) 746-1391 
Menasha,http://www.zillow.com/homedetails/N8331-State-Park-Rd-Menasha-WI-54952/110261960_zpid/,"$264,783 ","$650,000 ",54952,3 beds,,WI,N8331 State Park Rd,1.5 baths,"1,820 sqft",(920) 716-7007 
Jefferson,http://www.zillow.com/homedetails/N3258-County-Rd-N-Jefferson-WI-53549/40286669_zpid/,,"$310,000 ",53549,4 beds,,WI,N3258 County Rd N,2 baths,"2,447 sqft",(920) 563-6963 
Milwaukee,http://www.zillow.com/homedetails/3008-N-Prospect-Ave-Milwaukee-WI-53211/40452425_zpid/,"$235,971 ","$230,000 ",53211,3 beds,,WI,3008 N Prospect Ave,2 baths,"2,100 sqft",(414) 704-1839 
Wauwatosa,http://www.zillow.com/homedetails/1018-N-121st-St-Wauwatosa-WI-53226/110744722_zpid/,"$195,608 ","$254,900 ",53226,3 beds,,WI,1018 N 121st St,2 baths,"1,512 sqft",(414) 315-2446 
Milwaukee,http://www.zillow.com/homedetails/3042-N-2nd-St-Milwaukee-WI-53212/2136102898_zpid/,,"$34,900 ",53212,5 beds,,WI,3042 N 2nd St,2 baths,"1,960 sqft",(262) 678-9119 
Fond Du Lac,http://www.zillow.com/homedetails/313-19th-Street-Fond-Du-Lac-WI-54935/2100871802_zpid/,"$118,708 ","$124,900 ",54935,3 beds,,WI,313 19th Street,1 bath,"1,900 sqft",(414) 403-6693 
Green Bay,http://www.zillow.com/homedetails/1407-Harvey-St-Green-Bay-WI-54302/60813731_zpid/,"$82,146 ","$119,900 ",54302,3 beds,,WI,1407 Harvey St,2 baths,"2,016 sqft",(920) 819-1542 
Milwaukee,http://www.zillow.com/homedetails/8065-W-Herbert-Ave-Milwaukee-WI-53218/40411571_zpid/,"$80,495 ","$114,900 ",53218,3 beds,,WI,8065 W Herbert Ave,1 bath,936 sqft,(262) 888-2599 
Franklin,http://www.zillow.com/homedetails/8310-S-Tuckaway-Shores-Dr-Franklin-WI-53132/2127648704_zpid/,"$204,653 ","$178,500 ",53132,2 beds,,WI,8310 S Tuckaway Shores Dr,2 baths,"1,790 sqft",
Norwalk,http://www.zillow.com/homedetails/19053-County-Highway-A-Norwalk-WI-54648/2127109418_zpid/,"$238,266 ","$139,900 ",54648,4 beds,,WI,19053 County Highway A,1 bath,"1,200 sqft",(651) 923-4541 
Milwaukee,http://www.zillow.com/homedetails/2929-N-11th-St-Milwaukee-WI-53206/2101899739_zpid/,"$53,654 ","$39,900 ",53206,6 beds,,WI,2929 N 11th St,2 baths,"2,300 sqft",(414) 678-1016 
Tomahawk,http://www.zillow.com/homedetails/10-W-Merrill-Ave-Tomahawk-WI-54487/97236535_zpid/,"$89,268 ","$119,500 ",54487,3 beds,,WI,10 W Merrill Ave,2 baths,"1,761 sqft",(920) 371-2101 
Milwaukee,http://www.zillow.com/homedetails/3533-N-15th-St-Milwaukee-WI-53206/40431595_zpid/,"$47,212 ","$31,900 ",53206,4 beds,,WI,3533 N 15th St,1 bath,"1,286 sqft",(414) 678-1016 
Neenah,http://www.zillow.com/homedetails/518-Washington-Ave-Neenah-WI-54956/68937223_zpid/,"$85,457 ","$99,000 ",54956,1 bed,,WI,518 Washington Ave,1 bath,"1,152 sqft",
Colgate,http://www.zillow.com/homedetails/272-Woodland-View-Ct-Colgate-WI-53017/40575852_zpid/,"$305,691 ","$322,000 ",53017,5 beds,,WI,272 Woodland View Ct,3 baths,"2,370 sqft",(262) 365-4194 
Brookfield,http://www.zillow.com/homedetails/18625-Emerald-Cir-UNIT-F-Brookfield-WI-53045/52218770_zpid/,"$151,042 ","$166,500 ",53045,2 beds,,WI,18625 Emerald Cir UNIT F,2 baths,"1,333 sqft",(408) 594-8785 
Menomonee Falls,http://www.zillow.com/homedetails/W143N4993-Brook-Falls-Dr-Menomonee-Falls-WI-53051/40656663_zpid/,"$270,556 ","$289,900 ",53051,3 beds,,WI,W143N4993 Brook Falls Dr,2 baths,"1,781 sqft",(262) 490-0260 
Two Rivers,http://www.zillow.com/homedetails/2416-12th-St-Two-Rivers-WI-54241/82374672_zpid/,"$56,379 ","$79,900 ",54241,2 beds,,WI,2416 12th St,1 bath,864 sqft,(920) 254-5504 
Oshkosh,http://www.zillow.com/homedetails/2311-Vinland-St-Oshkosh-WI-54901/68946193_zpid/,"$109,278 ","$124,900 ",54901,2 beds,,WI,2311 Vinland St,1 bath,"1,060 sqft",(920) 379-3410 
Eden,http://www.zillow.com/homedetails/134-Manor-Hill-Dr-Eden-WI-53019/2108411296_zpid/,"$116,813 ","$24,000 ",53019,3 beds,,WI,134 Manor Hill Dr,2 baths,"1,280 sqft",(920) 602-1008 
Eau Claire,http://www.zillow.com/homedetails/2710-Sherman-St-Eau-Claire-WI-54701/68506578_zpid/,"$160,908 ","$169,900 ",54701,3 beds,,WI,2710 Sherman St,3 baths,"2,120 sqft",(715) 575-9281 
Appleton,http://www.zillow.com/homedetails/3535-N-Summit-St-Appleton-WI-54914/69745607_zpid/,"$147,317 ","$159,900 ",54914,4 beds,,WI,3535 N Summit St,2 baths,"1,900 sqft",(920) 740-1254 
Johnson Creek,http://www.zillow.com/homedetails/W5339-Schiferl-Ln-Johnson-Creek-WI-53038/40283775_zpid/,"$183,889 ","$244,900 ",53038,4 beds,,WI,W5339 Schiferl Ln,2.5 baths,"2,168 sqft",(920) 988-0727 
Wautoma,http://www.zillow.com/homedetails/N3275-Shannahan-Ln-Wautoma-WI-54982/114616815_zpid/,"$259,643 ","$312,500 ",54982,3 beds,,WI,N3275 Shannahan Ln,2 baths,"3,065 sqft",(920) 787-2587 
Waupun,http://www.zillow.com/homedetails/422-W-Main-St-Waupun-WI-53963/40277475_zpid/,"$84,270 ","$114,900 ",53963,3 beds,,WI,422 W Main St,1 bath,"1,752 sqft",(920) 210-7353 
Hurley,http://www.zillow.com/homedetails/4523-W-Lahti-Rd-Hurley-WI-54534/104983543_zpid/,"$179,505 ","$154,000 ",54534,3 beds,,WI,4523 W Lahti Rd,1 bath,"1,248 sqft",(715) 862-0575 
Milwaukee,http://www.zillow.com/homedetails/2909-E-Newport-Ave-Milwaukee-WI-53211/40433525_zpid/,"$720,593 ","$845,000 ",53211,6 beds,,WI,2909 E Newport Ave,4 baths,"5,185 sqft",(414) 688-1171 
Wisconsin Rapids,http://www.zillow.com/homedetails/172-Round-Oak-Ct-Wisconsin-Rapids-WI-54495/2100478472_zpid/,,"$32,000 ",54495,3 beds,,WI,172 Round Oak Ct,2 baths,"1,280 sqft",(626) 653-2745 
Fond Du Lac,http://www.zillow.com/homedetails/491-Ruggles-St-Fond-Du-Lac-WI-54935/62689662_zpid/,"$79,394 ","$97,900 ",54935,3 beds,,WI,491 Ruggles St,1 bath,"1,234 sqft",(920) 960-4457 
Wauwatosa,http://www.zillow.com/homedetails/2129-N-115th-St-Wauwatosa-WI-53226/110700509_zpid/,"$215,176 ","$244,900 ",53226,3 beds,,WI,2129 N 115th St,1 bath,"1,150 sqft",
Portage,http://www.zillow.com/homedetails/W10901-Big-Slough-Rd-Portage-WI-53901/88056409_zpid/,"$115,561 ","$134,900 ",53901,2 beds,,WI,W10901 Big Slough Rd,1 bath,"1,200 sqft",(608) 445-4918 
Sturgeon Bay,http://www.zillow.com/homedetails/5408-County-Highway-I-Sturgeon-Bay-WI-54235/104959131_zpid/,"$262,566 ","$195,000 ",54235,5 beds,,WI,5408 County Highway I,3 baths,"2,761 sqft",(925) 708-6830 
Neenah,http://www.zillow.com/homedetails/419-11th-St-Neenah-WI-54956/68932488_zpid/,"$83,061 ","$96,500 ",54956,2 beds,,WI,419 11th St,1 bath,971 sqft,
Monroe,http://www.zillow.com/homedetails/538-27th-Ave-Monroe-WI-53566/2108088521_zpid/,"$170,342 ","$176,900 ",53566,4 beds,,WI,538 27th Ave,2 baths,"3,000 sqft",(608) 325-2444 
Oconomowoc,http://www.zillow.com/homedetails/1338-N-Breezeland-Rd-Oconomowoc-WI-53066/40700636_zpid/,"$607,164 ","$699,900 ",53066,4 beds,,WI,1338 N Breezeland Rd,2 baths,"2,550 sqft",(312) 315-9352 
Williams Bay,http://www.zillow.com/homedetails/372-W-Geneva-St-Williams-Bay-WI-53191/40763604_zpid/,"$553,738 ","$495,000 ",53191,6 beds,,WI,372 W Geneva St,6 baths,"4,700 sqft",(262) 374-2672 
Philadelphia,http://www.zillow.com/homedetails/9827-Redd-Rambler-Dr-Philadelphia-PA-19115/10527867_zpid/,"$183,223 ","$305,000 ",19115,4 beds,,PA,9827 Redd Rambler Dr,2 baths,"1,850 sqft",
Suamico,http://www.zillow.com/homedetails/2691-Flintville-Rd-Suamico-WI-54313/51159463_zpid/,"$183,210 ","$229,000 ",54313,3 beds,,WI,2691 Flintville Rd,2.5 baths,"2,435 sqft",(920) 639-8003 
Mc Sherrystown,http://www.zillow.com/homedetails/11-Saint-Josephs-Ln-Mc-Sherrystown-PA-17344/124554156_zpid/,"$149,466 ","$149,900 ",17344,4 beds,,PA,11 Saint Josephs Ln,2 baths,"1,885 sqft",(717) 757-7811 
Blue River,http://www.zillow.com/homedetails/26909-Dieter-Hollow-Dr-Blue-River-WI-53518/115880858_zpid/,"$336,219 ","$479,000 ",53518,6 beds,,WI,26909 Dieter Hollow Dr,3.5 baths,"4,500 sqft",(239) 300-8332 
Greensburg,http://www.zillow.com/homedetails/614-W-Pittsburgh-St-Greensburg-PA-15601/10621486_zpid/,"$83,324 ","$115,000 ",15601,3 beds,,PA,614 W Pittsburgh St,1 bath,"1,600 sqft",(724) 309-5032 
Mckeesport,http://www.zillow.com/homedetails/814-Arlington-St-Mckeesport-PA-15133/11426440_zpid/,"$111,851 ","$79,499 ",15133,2 beds,,PA,814 Arlington St,2 baths,"2,198 sqft",
Pittsburgh,http://www.zillow.com/homedetails/1102-Linden-Place-Pittsburgh-PA-15212/2100500440_zpid/,,"$299,000 ",15212,2 beds,,PA,1102 Linden Place,3 baths,"1,500 sqft",(412) 216-3907 
Philadelphia,http://www.zillow.com/homedetails/4650-Melrose-St-Philadelphia-PA-19137/10451382_zpid/,"$65,310 ","$130,000 ",19137,3 beds,,PA,4650 Melrose St,2 baths,"1,116 sqft",(215) 264-2955 
Pittsburgh,http://www.zillow.com/homedetails/2582-Siesta-Dr-Pittsburgh-PA-15241/11581131_zpid/,"$278,878 ","$350,000 ",15241,4 beds,,PA,2582 Siesta Dr,2.5 baths,"2,300 sqft",(607) 275-6242 
York,http://www.zillow.com/homedetails/100-Angela-Ln-York-PA-17402/82774726_zpid/,"$261,343 ","$255,900 ",17402,4 beds,,PA,100 Angela Ln,4 baths,"2,968 sqft",(717) 781-8412 
Red Lion,http://www.zillow.com/homedetails/218-Lartry-Dr-Red-Lion-PA-17356/60488564_zpid/,"$172,573 ","$178,888 ",17356,3 beds,,PA,218 Lartry Dr,2 baths,"2,098 sqft",(717) 718-0858 
Spring Grove,http://www.zillow.com/homedetails/245-Lakeview-Dr-Spring-Grove-PA-17362/72048512_zpid/,"$334,231 ","$339,900 ",17362,5 beds,,PA,245 Lakeview Dr,4 baths,"3,791 sqft",(717) 781-8412 
New Cumberland,http://www.zillow.com/homedetails/408-Market-St-New-Cumberland-PA-17070/9268691_zpid/,"$116,525 ","$154,000 ",17070,3 beds,,PA,408 Market St,2 baths,"1,608 sqft",(570) 847-3222 
Indiana,http://www.zillow.com/homedetails/1362-Ben-Avon-St-Indiana-PA-15701/78655237_zpid/,"$75,498 ","$65,000 ",15701,2 beds,,PA,1362 Ben Avon St,1 bath,#NAME?,(724) 464-8886 
Pittsburgh,http://www.zillow.com/homedetails/734-Perry-Hwy-Pittsburgh-PA-15229/11440616_zpid/,"$242,602 ","$255,000 ",15229,3 beds,,PA,734 Perry Hwy,3 baths,"1,974 sqft",(724) 316-1801 
Bristol,http://www.zillow.com/homedetails/1148-6th-Ave-Bristol-PA-19007/8960017_zpid/,"$150,819 ","$193,900 ",19007,3 beds,,PA,1148 6th Ave,2 baths,"1,209 sqft",(215) 781-1374 
Philadelphia,http://www.zillow.com/homedetails/4433-Frankford-Ave-Philadelphia-PA-19124/10288644_zpid/,,"$135,000 ",19124,#NAME?,,PA,4433 Frankford Ave,#NAME?,"3,150 sqft",
York,http://www.zillow.com/homedetails/2621-Meadowbrook-Blvd-York-PA-17406/60441516_zpid/,"$114,241 ","$127,900 ",17406,2 beds,,PA,2621 Meadowbrook Blvd,1 bath,936 sqft,(717) 781-8412 
Philadelphia,http://www.zillow.com/homedetails/1211-Pine-St-Philadelphia-PA-19107/10196784_zpid/,"$605,473 ","$715,000 ",19107,3 beds,,PA,1211 Pine St,3 baths,"1,738 sqft",(267) 977-0850 
Uniontown,http://www.zillow.com/homedetails/42-Ben-Lomond-Street-5-UNITS-Uniontown-PA-15401/2101181890_zpid/,"$163,292 ","$247,500 ",15401,Studio,,PA,42 Ben Lomond Street #5 UNITS,#NAME?,#NAME?,(724) 880-4644 
New Holland,http://www.zillow.com/homedetails/591-Valley-View-Dr-New-Holland-PA-17557/9778435_zpid/,"$262,605 ","$289,900 ",17557,4 beds,,PA,591 Valley View Dr,3 baths,"2,541 sqft",(717) 351-0757 
Johnstown,http://www.zillow.com/homedetails/133-Wonder-St-Johnstown-PA-15905/78554453_zpid/,"$79,873 ","$55,000 ",15905,2 beds,,PA,133 Wonder St,1 bath,708 sqft,(804) 994-8444 
Lemoyne,http://www.zillow.com/homedetails/883-Walnut-St-Lemoyne-PA-17043/9254442_zpid/,"$175,227 ","$219,000 ",17043,4 beds,,PA,883 Walnut St,2 baths,"2,054 sqft",(717) 877-0291 
Mount Carmel,http://www.zillow.com/homedetails/112-S-Pine-St-Mount-Carmel-PA-17851/78748962_zpid/,"$47,204 ","$11,999 ",17851,3 beds,,PA,112 S Pine St,1 bath,"1,600 sqft",(570) 875-8420 
Lewistown,http://www.zillow.com/homedetails/120-Academy-Hl-Lewistown-PA-17044/2104368865_zpid/,"$78,921 ","$115,000 ",17044,2 beds,,PA,120 Academy Hl,1.5 baths,"1,295 sqft",(717) 248-5634 
New Wilmington,http://www.zillow.com/homedetails/20-Stonepile-Rd-New-Wilmington-PA-16142/2136494825_zpid/,"$196,956 ","$150,000 ",16142,2 beds,,PA,20 Stonepile Rd,2 baths,"1,144 sqft",(724) 699-4692 
Philadelphia,http://www.zillow.com/homedetails/2001-Hamilton-St-APT-1125-Philadelphia-PA-19130/62676024_zpid/,"$268,071 ","$254,500 ",19130,2 beds,,PA,2001 Hamilton St APT 1125,1 bath,891 sqft,(267) 438-2910 
Uniontown,http://www.zillow.com/homedetails/166-West-Berkley-Street-2-UNITS-Uniontown-PA-15401/2101181140_zpid/,"$47,136 ","$79,900 ",15401,#NAME?,,PA,166 West Berkley Street #2 UNITS,#NAME?,#NAME?,(724) 880-4644 
Columbia,http://www.zillow.com/homedetails/41-S-6th-St-Columbia-PA-17512/58756050_zpid/,"$121,186 ","$114,900 ",17512,4 beds,,PA,41 S 6th St,1.5 baths,"2,042 sqft",(717) 413-0035 
Pottstown,http://www.zillow.com/homedetails/1263-Juniper-St-Pottstown-PA-19464/10054658_zpid/,"$222,350 ","$199,900 ",19464,3 beds,,PA,1263 Juniper St,3 baths,"1,900 sqft",(717) 413-0035 
Millersville,http://www.zillow.com/homedetails/188-Victoria-Rd-Millersville-PA-17551/54235294_zpid/,"$276,359 ","$299,000 ",17551,4 beds,,PA,188 Victoria Rd,3 baths,"3,182 sqft",(717) 947-0323 
York,http://www.zillow.com/homedetails/308-Reinecke-Pl-York-PA-17403/63910615_zpid/,"$70,049 ","$35,000 ",17403,3 beds,,PA,308 Reinecke Pl,1.5 baths,"1,110 sqft",
Philadelphia,http://www.zillow.com/homedetails/1816-N-52nd-St-Philadelphia-PA-19131/2101108892_zpid/,"$157,329 ","$30,000 ",19131,4 beds,,PA,1816 N 52nd St,2 baths,"2,340 sqft",(267) 333-4906 
Upper Darby,http://www.zillow.com/homedetails/219-Kingston-Rd-Upper-Darby-PA-19082/9343374_zpid/,"$77,274 ","$93,500 ",19082,3 beds,,PA,219 Kingston Rd,1.5 baths,"1,466 sqft",(267) 393-5404 
Highspire,http://www.zillow.com/homedetails/192-Market-St-Highspire-PA-17034/86440424_zpid/,"$81,862 ","$95,900 ",17034,3 beds,,PA,192 Market St,1 bath,"1,543 sqft",(717) 303-9371 
Smock,http://www.zillow.com/homedetails/8-Via-Venice-Smock-PA-15480/53297778_zpid/,"$77,321 ","$55,900 ",15480,3 beds,,PA,8 Via Venice,2 baths,"1,960 sqft",
Philadelphia,http://www.zillow.com/homedetails/1326-Spruce-Street-2405-Philadelphia-PA-19107/2101069776_zpid/,"$407,117 ","$480,000 ",19107,2 beds,,PA,1326 Spruce Street #2405,2 baths,"1,209 sqft",
Myerstown,http://www.zillow.com/homedetails/6-Shady-Ln-Myerstown-PA-17067/86535756_zpid/,"$239,603 ","$255,000 ",17067,4 beds,,PA,6 Shady Ln,3 baths,"2,140 sqft",(717) 679-5601 
Prichard,http://www.zillow.com/homedetails/305-W-Foch-St-Prichard-AL-36610/50962497_zpid/,"$44,579 ","$44,000 ",36610,4 beds,,AL,305 W Foch St,2 baths,"1,080 sqft",(801) 735-1688 
Bessemer,http://www.zillow.com/homedetails/2018-23rd-Ave-N-Bessemer-AL-35020/1044416_zpid/,"$38,193 ","$50,000 ",35020,3 beds,,AL,2018 23rd Ave N,1 bath,802 sqft,(801) 735-1688 
Greensboro,http://www.zillow.com/homedetails/243-Marigold-Dr-Greensboro-AL-36744/114491427_zpid/,"$147,147 ","$159,000 ",36744,4 beds,,AL,243 Marigold Dr,3 baths,"2,000 sqft",(334) 349-6620 
Montgomery,http://www.zillow.com/homedetails/1813-Winona-Ave-Montgomery-AL-36107/72797043_zpid/,"$75,637 ","$95,000 ",36107,2 beds,,AL,1813 Winona Ave,2 baths,"1,212 sqft",
Pope,http://www.zillow.com/homedetails/617-Leslie-Rd-Pope-MS-38658/114922487_zpid/,"$76,302 ","$154,000 ",38658,3 beds,,MS,617 Leslie Rd,2 baths,"1,780 sqft",
Kosciusko,http://www.zillow.com/homedetails/608-South-Natchez-Kosciusko-MS-39090/2101196281_zpid/,,"$49,900 ",39090,2 beds,,MS,608 South Natchez,1 bath,"1,219 sqft",(601) 953-9465 
Gulfport,http://www.zillow.com/homedetails/1233-37th-Ave-Gulfport-MS-39501/2132469423_zpid/,"$37,573 ","$40,000 ",39501,3 beds,,MS,1233 37th Ave,1 bath,952 sqft,(601) 928-2415 
Dunedin,http://www.zillow.com/homedetails/1425-San-Mateo-Dr-Dunedin-FL-34698/47145080_zpid/,"$192,591 ","$217,000 ",34698,2 beds,,FL,1425 San Mateo Dr,2 baths,"1,516 sqft",(407) 616-5304 
North Port,http://www.zillow.com/homedetails/3370-Pan-American-Blvd-North-Port-FL-34287/47597522_zpid/,"$103,709 ","$134,500 ",34287,2 beds,,FL,3370 Pan American Blvd,2 baths,"1,176 sqft",(941) 445-7129 
Jacksonville,http://www.zillow.com/homedetails/4646-Daughtry-Blvd-East-Jacksonville-FL-32210/2100514095_zpid/,,"$104,900 ",32210,4 beds,,FL,4646 Daughtry Blvd East,2 baths,"1,420 sqft",(904) 524-0563 
Delray Beach,http://www.zillow.com/homedetails/2405-Riviera-Drive-Delray-Beach-FL-33445/2100516377_zpid/,,"$329,000 ",33445,3 beds,,FL,2405 Riviera Drive,2 baths,"2,898 sqft",(561) 420-9222 
Miami Beach,http://www.zillow.com/homedetails/4361-Royal-Palm-Ave-Miami-Beach-FL-33140/43888236_zpid/,"$1,205,257 ","$1,900,000 ",33140,4 beds,,FL,4361 Royal Palm Ave,3 baths,"2,778 sqft",
Jacksonville,http://www.zillow.com/homedetails/7701-Baymeadows-Circle-East-1073-Jacksonville-FL-32254/2100513854_zpid/,,"$86,900 ",32254,2 beds,,FL,7701 Baymeadows Circle East #1073,3 baths,"1,220 sqft",(904) 524-0563 
Winter Haven,http://www.zillow.com/homedetails/449-San-Jose-Dr-Winter-Haven-FL-33884/55138928_zpid/,"$105,602 ","$137,500 ",33884,3 beds,,FL,449 San Jose Dr,2 baths,"1,519 sqft",(352) 363-0026 
Marco Island,http://www.zillow.com/homedetails/1660-Galleon-Ct-Marco-Island-FL-34145/54188862_zpid/,"$712,746 ","$925,000 ",34145,3 beds,,FL,1660 Galleon Ct,2 baths,"2,658 sqft",(239) 272-4638 
Middleburg,http://www.zillow.com/homedetails/3665-Meadowgreen-Ln-Middleburg-FL-32068/70745840_zpid/,"$265,328 ","$279,000 ",32068,6 beds,,FL,3665 Meadowgreen Ln,3 baths,"3,575 sqft",(904) 651-3813 
New Smyrna Beach,http://www.zillow.com/homedetails/34-Richmond-Dr-New-Smyrna-Beach-FL-32169/48077539_zpid/,"$900,380 ","$945,000 ",32169,3 beds,,FL,34 Richmond Dr,3 baths,"3,000 sqft",(386) 428-3498 
New Smyrna Beach,http://www.zillow.com/homedetails/335-Causeway-H-24-H-24-New-Smyrna-Beach-FL-32169/2129858950_zpid/,"$359,172 ","$169,000 ",32169,1 bed,,FL,335 Causeway H-24 # H-24,2 baths,850 sqft,(508) 944-1615 
Stuart,http://www.zillow.com/homedetails/2950-SE-Ocean-Blvd-APT-13-5-Stuart-FL-34996/2143776376_zpid/,"$119,406 ","$75,000 ",34996,2 beds,,FL,2950 SE Ocean Blvd APT 13-5,2 baths,"1,134 sqft",(772) 905-8900 
Jupiter,http://www.zillow.com/homedetails/400-Ocean-Trail-Way-APT-308-Jupiter-FL-33477/46814102_zpid/,"$378,667 ","$489,000 ",33477,2 beds,,FL,400 Ocean Trail Way APT 308,2 baths,"1,250 sqft",(352) 430-5042 
Virginia Gardens,http://www.zillow.com/homedetails/5985-NW-39th-St-Virginia-Gardens-FL-33166/44038092_zpid/,"$295,112 ","$359,000 ",33166,4 beds,,FL,5985 NW 39th St,2 baths,"1,583 sqft",(786) 281-1212 
West Palm Beach,http://www.zillow.com/homedetails/1901-Stratford-Way-West-Palm-Beach-FL-33409/46920708_zpid/,"$150,881 ","$149,600 ",33409,2 beds,,FL,1901 Stratford Way,3 baths,"1,362 sqft",(561) 360-7200 
Fort Myers,http://www.zillow.com/homedetails/10811-Meadow-Lark-Cove-Dr-Fort-Myers-FL-33908/45533722_zpid/,"$132,021 ","$132,900 ",33908,2 beds,,FL,10811 Meadow Lark Cove Dr,2 baths,"1,373 sqft",(239) 209-1833 
